image_id,image_url,box_id,x,y,w,h,gt_sku_id,gt_name,gt_brand,gt_flavour,gt_size,gt_pack,gt_container,gt_has_sku
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b041,2133,2086,234,179,sku_0095,Crunchie 4 Pack 128g,Cadbury,Milk chocolate,128 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b042,2609,2091,223,233,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b043,416,2121,391,201,sku_0116,White,Cadbury,White Chocolate,180 g,1,Bar,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b044,148,2126,188,106,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b045,0,2143,156,223,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b046,1381,2174,260,265,sku_0170,CDM Caramel 4 Pack 148g,Cadbury Dairy Milk,Caramel,148 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b047,1629,2188,251,260,sku_0118,Wispa 4 Pack 111.6g,Cadbury,Milk chocolate,111.6 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b048,137,2201,221,168,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b049,775,2227,341,213,sku_0152,Cadbury Dairy Milk & More Caramel Nut Crunch 200g,Cadbury Dairy Milk,Caramel,200 g,1,Bar,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b050,1111,2260,279,176,sku_0165,CDM 4 Pack 134g,Cadbury Dairy Milk,Milk chocolate,134 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b051,2123,2263,223,173,sku_0095,Crunchie 4 Pack 128g,Cadbury,Milk chocolate,128 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b052,1877,2270,249,173,sku_0120,Wispa Gold 4 Pack 153.2g,Cadbury,"Milk chocolate, Golden caramel",153.2 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b053,424,2318,347,128,sku_0116,White,Cadbury,White Chocolate,180 g,1,Bar,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b054,2690,2321,142,136,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b055,27,2465,345,166,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b056,481,2513,369,203,sku_0103,Flake 4 Pack 102g,Cadbury,Chocolate,102 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b057,1342,2518,240,206,sku_0110,Picnic 4 Pack 152g,Cadbury,Milk chocolate,152 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b058,1091,2519,242,214,sku_0113,Starbar Multipack 148g,Cadbury,"Milk chocolate, Caramel",148 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b059,1588,2519,237,209,sku_0030,Boost 4 Pack 148g,Cadbury,"Milk chocolate, Caramel",148 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b060,839,2520,253,207,sku_0189,Twirl 3 Pack 129g,Cadbury Twirl,Milk chocolate,129 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b061,2436,2523,280,228,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b062,1827,2526,236,193,sku_0059,CADBURY DOUBLE DECKER 4 BARS 174.8G,Cadbury,"Cereal, Nougat",174.8 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b063,2059,2529,245,199,sku_0059,CADBURY DOUBLE DECKER 4 BARS 174.8G,Cadbury,"Cereal, Nougat",174.8 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b064,60,2625,322,108,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b065,1517,2792,388,257,sku_0089,Cadbury Wispa 7 pack 165.9g,Cadbury,Milk chocolate,165.9 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b066,1885,2792,394,263,sku_0190,Twirl 9 pack 193.5g,Cadbury Twirl,Milk chocolate,193.5 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b067,2409,2793,422,287,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b068,637,2796,298,326,sku_0220,Frys Turkish Delight 3 Pack 153g,Fry's,"Rose, Milk chocolate",153 g,1,Bar,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b069,461,2798,212,269,sku_0217,Frys Chocolate Cream 3 Pack 147g,Fry's,"Dark chocolate, Fondant",147 g,1,Bar,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b070,1149,2798,380,274,sku_0134,Cadbury Dairy Milk 7 Pack 190.4g,Cadbury Dairy Milk,Milk chocolate,190.4 g,1,Bar,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b071,193,2803,207,232,sku_0058,Cadbury Delights Salted Caramel 110g,Cadbury,Salted Caramel,110 g,1,Box,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b072,926,2864,221,207,sku_0100,Daim 3 Pack 84g,Cadbury,"Milk chocolate, Almond caramel",84 g,1,Bar,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b073,2203,3124,305,300,sku_0179,CDM Little Bars 4 Pack 72g,Cadbury Dairy Milk,Milk chocolate,108 g,1,Bag,True
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b074,1861,3128,378,286,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b075,930,3130,342,299,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b076,481,3132,436,288,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b077,1265,3134,263,285,,,,,,,,False
img_090,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_090.jpg,img_090_b078,2447,3136,290,277,sku_0179,CDM Little Bars 4 Pack 72g,Cadbury Dairy Milk,Milk chocolate,108 g,1,Bag,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b000,2586,427,246,342,sku_0020,Belvita Soft Bake Choco Hazelnut 250g,Belvita,Choco Hazelnut,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b001,2096,434,497,346,sku_0020,Belvita Soft Bake Choco Hazelnut 250g,Belvita,Choco Hazelnut,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b002,1607,445,485,345,sku_0020,Belvita Soft Bake Choco Hazelnut 250g,Belvita,Choco Hazelnut,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b003,1128,454,479,344,sku_0020,Belvita Soft Bake Choco Hazelnut 250g,Belvita,Choco Hazelnut,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b004,650,461,479,343,sku_0020,Belvita Soft Bake Choco Hazelnut 250g,Belvita,Choco Hazelnut,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b005,170,522,516,290,sku_0020,Belvita Soft Bake Choco Hazelnut 250g,Belvita,Choco Hazelnut,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b006,2555,991,247,322,sku_0016,Belvita Soft Bake Apricot 5pk 250g,Belvita,Apricot,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b007,2072,993,490,328,sku_0016,Belvita Soft Bake Apricot 5pk 250g,Belvita,Apricot,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b008,1594,1003,459,329,sku_0016,Belvita Soft Bake Apricot 5pk 250g,Belvita,Apricot,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b009,1081,1010,465,329,sku_0023,Belvita Soft Bake Strawberry 250g,Belvita,Strawberry,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b010,626,1030,446,312,sku_0023,Belvita Soft Bake Strawberry 250g,Belvita,Strawberry,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b011,205,1032,424,312,sku_0023,Belvita Soft Bake Strawberry 250g,Belvita,Strawberry,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b012,1942,1492,446,321,sku_0018,Belvita Soft Bake Choc Chip 250g,Belvita,Choc Chip,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b013,2603,1497,153,308,,,,,,,,False
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b014,2385,1498,234,308,sku_0018,Belvita Soft Bake Choc Chip 250g,Belvita,Choc Chip,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b015,1511,1499,436,320,sku_0018,Belvita Soft Bake Choc Chip 250g,Belvita,Choc Chip,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b016,1076,1506,434,318,sku_0018,Belvita Soft Bake Choc Chip 250g,Belvita,Choc Chip,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b017,634,1510,443,317,sku_0018,Belvita Soft Bake Choc Chip 250g,Belvita,Choc Chip,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b018,201,1513,441,318,sku_0018,Belvita Soft Bake Choc Chip 250g,Belvita,Choc Chip,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b019,637,1929,439,343,sku_0021,Belvita Soft Bake Red Berries 250g,Belvita,Red Berries,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b020,1060,1934,421,332,sku_0021,Belvita Soft Bake Red Berries 250g,Belvita,Red Berries,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b021,2337,1950,231,306,sku_0017,Belvita Soft Bake Blueberry 250g,Belvita,Blueberry,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b022,217,1959,441,319,sku_0021,Belvita Soft Bake Red Berries 250g,Belvita,Red Berries,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b023,1514,1963,208,300,sku_0017,Belvita Soft Bake Blueberry 250g,Belvita,Blueberry,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b024,2132,1964,216,291,sku_0017,Belvita Soft Bake Blueberry 250g,Belvita,Blueberry,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b025,1928,1967,211,288,sku_0017,Belvita Soft Bake Blueberry 250g,Belvita,Blueberry,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b026,1716,1971,207,286,sku_0017,Belvita Soft Bake Blueberry 250g,Belvita,Blueberry,250 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b027,1089,2337,407,86,,,,,,,,False
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b028,1520,2338,358,335,sku_0015,Belvita Milk and Cereal 540g,Belvita,Milk & Cereal,540 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b029,1880,2340,371,329,sku_0015,Belvita Milk and Cereal 540g,Belvita,Milk & Cereal,540 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b030,2251,2341,399,335,sku_0015,Belvita Milk and Cereal 540g,Belvita,Milk & Cereal,540 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b031,694,2364,421,314,sku_0011,Belvita Duo Crunch Strawberry 253g,Belvita,Strawberry Yogurt,253 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b032,0,2367,371,264,,,,,,,,False
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b033,294,2368,451,310,sku_0011,Belvita Duo Crunch Strawberry 253g,Belvita,Strawberry Yogurt,253 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b034,1121,2373,385,102,,,,,,,,False
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b035,1116,2451,394,221,sku_0014,Belvita Live Yogurt Crunch 253g,Belvita,Yogurt Crunch,253 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b036,1728,2744,290,309,sku_0008,Belvita Choc Chip Reduced Sugar 225g,Belvita,"Chocolate Chips, Less Sugar",225 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b037,2020,2744,296,314,sku_0007,BELVITA BREAKFAST COCOA CHOC CHIP  225G 7658910,Belvita,Cocoa,225 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b038,1451,2745,273,256,sku_0008,Belvita Choc Chip Reduced Sugar 225g,Belvita,"Chocolate Chips, Less Sugar",225 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b039,893,2746,292,316,sku_0006,Belvita Breakfast 5 Pack Honey & Nuts 225g,Belvita,Honey & Nuts,225 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b040,2316,2747,298,316,sku_0007,BELVITA BREAKFAST COCOA CHOC CHIP  225G 7658910,Belvita,Cocoa,225 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b041,1179,2748,273,306,sku_0006,Belvita Breakfast 5 Pack Honey & Nuts 225g,Belvita,Honey & Nuts,225 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b042,608,2752,287,312,sku_0010,Belvita Cookies Milk & Cereal 225g,Belvita,Milk & Cereal,225 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b043,326,2773,289,293,sku_0010,Belvita Cookies Milk & Cereal 225g,Belvita,Milk & Cereal,225 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b044,0,3082,335,406,,,,,,,,False
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b045,586,3157,304,485,sku_0121,Brunch Bar Choc Chip 5 Pack 140g,Cadbury Brunch,Choc Chip,140 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b046,2121,3179,318,460,sku_0122,Brunch Bar Peanut 5 Pack 140g,Cadbury Brunch,Peanut,140 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b047,1392,3185,255,471,sku_0123,Brunch Bar Raisin 5 Pack 140g,Cadbury Brunch,Raisin,140 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b048,1130,3187,262,460,sku_0123,Brunch Bar Raisin 5 Pack 140g,Cadbury Brunch,Raisin,140 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b049,309,3189,345,460,sku_0121,Brunch Bar Choc Chip 5 Pack 140g,Cadbury Brunch,Choc Chip,140 g,1,Box,True
img_070,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/images/img_070.jpg,img_070_b050,1635,3189,274,455,sku_0122,Brunch Bar Peanut 5 Pack 140g,Cadbury Brunch,Peanut,140 g,1,Box,True
